X,Y,objectid,powerplant,unit,country,latitude,longitude,grosspower,netpowerin,type,reactorsup,reactormod,status,dateconstr,dateofcomm,dateofclos,operationa,owner,operators,imagesourc,link
126.423889000132,35.4150000003453,62,Hanbit,Hanbit 5,South Korea,35.415,126.423889,1053,997,Pressurized Water Reactor, ,OPR-1000,Operational,"Monday, June 29, 1997","Wednesday, May 21, 2002", , , ,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/1/1a/Yonggwang_%28now_Hanbit%29_04790184_%288505820561%29.jpg,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant
129.290053000042,35.3199039996947,63,Kori,Kori 4,South Korea,35.319904,129.290053,1041,1010,Pressurized Water Reactor,"Westinghouse ,KEPCO E&C",WH F,Operational,"Wednesday, April 01, 1980","Wednesday, April 29, 1986", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/a9/Kori_Nuclear_Power_Plant_%288505820845%29.jpg,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant
138.601666999651,37.4283329997974,64,Kashiwazaki-Kariwa,Kashiwazaki-Kariwa 5,Japan,37.428333,138.601667,1100,1067,Boiling Water Reactor,Hitatchi,BWR-5,Operation Suspended,"Friday, June 20, 1985","Wednesday, April 10, 1990", , ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/1/1f/Kashiwazaki-Kariwa_Nuclear_Power_Plant_14-Aug-2019.jpg,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant
129.383610999865,37.0927779999269,65,Shin-Hanul,Shin-Hanul 2,South Korea,37.092778,129.383611,1400,1340,Pressurized Water Reactor,KEPCO(Korea Electric Power Corporation)/KHNP(Korea Hydro & Nuclear Power),(Advanced Power Reactor)APR-1401,Under Construction,"Friday, July 19, 2012", , , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power, ,https://en.wikipedia.org/wiki/Hanul_Nuclear_Power_Plant
130.189722000379,31.8336110002026,66,Sendai,Sendai 2,Japan,31.833611,130.189722,890,846,Pressurized Water Reactor, ,Mitsubishi (3-loop),Operational,"Tuesday, October 12, 1981","Friday, November 28, 1985", , , ,Kyūshū Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/9/97/Sendai.JPG,https://en.wikipedia.org/wiki/Sendai_Nuclear_Power_Plant
129.290053000042,35.3199039996947,67,Shin Kori,Shin Kori 4,South Korea,35.319904,129.290053,1400,1340,Pressurized Water Reactor,"Westinghouse ,KEPCO E&C",APR-1401,Under Construction,"Thursday, August 19, 2009", , , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power, ,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant
129.477777999959,35.7166670000459,68,Wolsong,Wolsong 4,South Korea,35.716667,129.477778,703,688,Pressurized Heavy Water Reactor,"Atomic Energy of Canada Limited,KEPCO E&C",CANDU-6 (Canada Deuterium Uranium),Operational,"Saturday, July 22, 1994","Saturday, October 01, 1999", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/af/Wolsong_%2804790183%29.jpg,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant
138.601666999651,37.4283329997974,69,Kashiwazaki-Kariwa,Kashiwazaki-Kariwa 3,Japan,37.428333,138.601667,1100,1067,Boiling Water Reactor,Toshiba,BWR-5,Operation Suspended,"Wednesday, March 07, 1989","Thursday, August 11, 1993", , ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/1/1f/Kashiwazaki-Kariwa_Nuclear_Power_Plant_14-Aug-2019.jpg,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant
129.83722200042,33.5155560000397,70,Genkai,Genkai 4,Japan,33.515556,129.837222,1180,1127,Pressurized Water Reactor, ,Mitsubishi (4-loop),Operational,"Thursday, July 15, 1992","Saturday, July 25, 1997", , ,Kyūshū Electric Power Company,Kyushu Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/9/98/GenkaiNuclearPowerPlant.JPG,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant
129.290053000042,35.3199039996947,71,Shin Kori,Shin Kori 3,South Korea,35.319904,129.290053,1455,1416,Pressurized Water Reactor,"Westinghouse ,KEPCO E&C",APR-1400,Operational,"Friday, October 16, 2008","Saturday, January 15, 2016", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/a9/Kori_Nuclear_Power_Plant_%288505820845%29.jpg,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant
112.981944440047,21.9177777803822,72,Taishan,Taishan-4,China,21.917778,112.981944,1750,1660,Pressurized Water Reactor,Areva,EPR,Planned, , , , ,China General Nuclear Power Group, , ,https://en.wikipedia.org/wiki/Taishan_Nuclear_Power_Plant
132.311388999724,33.4908329997474,73,Ikata,Ikata 3,Japan,33.490833,132.311389,890,846,Pressurized Water Reactor, ,Mitsubishi (3-loop),Operational,"Tuesday, October 01, 1990","Friday, December 15, 1994", , , ,Shikoku Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/c/ce/Ikata_Nuclear_Powerplant.JPG,https://en.wikipedia.org/wiki/Ikata_Nuclear_Power_Plant
129.83722200042,33.5155560000397,74,Genkai,Genkai 3,Japan,33.515556,129.837222,1180,1127,Pressurized Water Reactor, ,Mitsubishi (4-loop),Operational,"Thursday, June 01, 1988","Saturday, March 18, 1994", , ,Kyūshū Electric Power Company,Kyushu Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/9/98/GenkaiNuclearPowerPlant.JPG,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant
126.423889000132,35.4150000003453,75,Hanbit,Hanbit 2,South Korea,35.415,126.423889,993,958,Pressurized Water Reactor, ,WH F,Operational,"Friday, December 10, 1981","Thursday, June 10, 1987", , , ,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/1/1a/Yonggwang_%28now_Hanbit%29_04790184_%288505820561%29.jpg,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant
129.383610999865,37.0927779999269,76,Hanul,Hanul 3,South Korea,37.092778,129.383611,1050,994,Pressurized Water Reactor,KEPCO(Korea Electric Power Corporation)/KHNP(Korea Hydro & Nuclear Power),OPR-1000,Operational,"Thursday, July 21, 1993","Wednesday, August 11, 1998", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/aa/Ulchin_%28now_Hanul%29_04790182_%288506930230%29.jpg,https://en.wikipedia.org/wiki/Hanul_Nuclear_Power_Plant
136.01888899958,35.7519440001595,77,Tsuruga Nuclear Power Plant,Tsuruga 1,Japan,35.751944,136.018889,357,340,Boiling Water Reactor, ,BWR-2,Shut down,"Friday, November 24, 1966","Sunday, March 14, 1970","Monday, March 01, 2015", , ,Japan Atomic Power Company,https://upload.wikimedia.org/wikipedia/commons/b/b7/Tsuruga_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Tsuruga_Nuclear_Power_Plant
129.83722200042,33.5155560000397,78,Genkai,Genkai 2,Japan,33.515556,129.837222,559,529,Pressurized Water Reactor, ,Mitsubishi (2-loop),Shut down,"Wednesday, February 01, 1977","Tuesday, March 30, 1981","Wednesday, April 09, 2019", ,Kyūshū Electric Power Company,Kyushu Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/9/98/GenkaiNuclearPowerPlant.JPG,https://en.wikipedia.org/wiki/Genkai_Nuclear_Power_Plant
135.963578000076,35.7034750000313,79,Mihama,Mihama 3,Japan,35.703475,135.963578,826,780,Pressurized Water Reactor, ,Mitsubishi (3-loop),Operation Suspended (Restart Approved),"Tuesday, August 07, 1972","Thursday, December 01, 1976", , , ,"The Kansai Electric Power Company, Inc.",https://upload.wikimedia.org/wikipedia/commons/8/8c/Mihama_Nuclear_Power_Plant_%282016-11-12%29.jpg,https://en.wikipedia.org/wiki/Mihama_Nuclear_Power_Plant
138.142499999912,34.6236109998068,80,Hamaoka,Hamaoka 4,Japan,34.623611,138.1425,1137,1092,Boiling Water Reactor, ,BWR-5,Operation Suspended,"Saturday, October 13, 1989","Saturday, September 03, 1993", , , ,Chubu Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/2/20/Hamaoka_NPP_201005.jpg,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant
129.383610999865,37.0927779999269,81,Hanul,Hanul 4,South Korea,37.092778,129.383611,1053,998,Pressurized Water Reactor,KEPCO(Korea Electric Power Corporation)/KHNP(Korea Hydro & Nuclear Power),OPR-1000,Operational,"Tuesday, November 01, 1993","Saturday, December 31, 1999", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/aa/Ulchin_%28now_Hanul%29_04790182_%288506930230%29.jpg,https://en.wikipedia.org/wiki/Hanul_Nuclear_Power_Plant
129.383610999865,37.0927779999269,82,Hanul,Hanul 5,South Korea,37.092778,129.383611,1051,996,Pressurized Water Reactor,KEPCO(Korea Electric Power Corporation)/KHNP(Korea Hydro & Nuclear Power),OPR-1000,Operational,"Saturday, October 01, 1999","Friday, July 29, 2004", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/aa/Ulchin_%28now_Hanul%29_04790182_%288506930230%29.jpg,https://en.wikipedia.org/wiki/Hanul_Nuclear_Power_Plant
135.503956000053,35.5219920001169,83,Takahama Nuclear Power Plant,Takahama 2,Japan,35.521992,135.503956,826,780,Pressurized Water Reactor,Mitsubishi Heavy Industries,Mitsubishi (3-loop),Operation Suspended (Restart Approved),"Wednesday, March 09, 1971","Saturday, November 14, 1975", , , ,"The Kansai Electric Power Company, Inc.",https://upload.wikimedia.org/wikipedia/commons/0/09/Takahama_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Takahama_Nuclear_Power_Plant
126.423889000132,35.4150000003453,84,Hanbit,Hanbit 1,South Korea,35.415,126.423889,996,960,Pressurized Water Reactor, ,WH F,Operational,"Friday, June 04, 1981","Tuesday, August 25, 1986", , , ,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/1/1a/Yonggwang_%28now_Hanbit%29_04790184_%288505820561%29.jpg,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant
132.999167000274,35.5383330000252,85,Shimane,Shimane 1,Japan,35.538333,132.999167,460,439,Boiling Water Reactor, ,BWR-3,Shut down,"Friday, July 02, 1970","Saturday, March 29, 1974", , , ,Chugoku Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/d/d5/SHIMANE-NPP.JPG,https://en.wikipedia.org/wiki/Shimane_Nuclear_Power_Plant
138.142499999912,34.6236109998068,86,Hamaoka,Hamaoka 2,Japan,34.623611,138.1425,840,806,Boiling Water Reactor, ,BWR-4,Shut down,"Saturday, June 14, 1974","Thursday, November 29, 1978","Saturday, January 30, 2009", , ,Chubu Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/2/20/Hamaoka_NPP_201005.jpg,https://en.wikipedia.org/wiki/Hamaoka_Nuclear_Power_Plant
129.383610999865,37.0927779999269,87,Hanul,Hanul 6,South Korea,37.092778,129.383611,1051,996,Pressurized Water Reactor,KEPCO(Korea Electric Power Corporation)/KHNP(Korea Hydro & Nuclear Power),OPR-1000,Operational,"Saturday, September 29, 2000","Saturday, April 22, 2005", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/aa/Ulchin_%28now_Hanul%29_04790182_%288506930230%29.jpg,https://en.wikipedia.org/wiki/Hanul_Nuclear_Power_Plant
129.383610999865,37.0927779999269,88,Hanul,Hanul 2,South Korea,37.092778,129.383611,1008,962,Pressurized Water Reactor,KEPCO(Korea Electric Power Corporation)/KHNP(Korea Hydro & Nuclear Power),France CPI,Operational,"Wednesday, July 05, 1983","Sunday, September 30, 1989", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/aa/Ulchin_%28now_Hanul%29_04790182_%288506930230%29.jpg,https://en.wikipedia.org/wiki/Hanul_Nuclear_Power_Plant
135.963578000076,35.7034750000313,89,Mihama,Mihama 1,Japan,35.703475,135.963578,340,320,Pressurized Water Reactor, ,Mitsubishi (2-loop),Shut down,"Thursday, February 01, 1967","Sunday, November 28, 1970","Monday, March 01, 2015", , ,"The Kansai Electric Power Company, Inc.",https://upload.wikimedia.org/wikipedia/commons/8/8c/Mihama_Nuclear_Power_Plant_%282016-11-12%29.jpg,https://en.wikipedia.org/wiki/Mihama_Nuclear_Power_Plant
129.477777999959,35.7166670000459,90,Wolsong,Wolsong 1,South Korea,35.716667,129.477778,687,657,Pressurized Heavy Water Reactor,"Atomic Energy of Canada Limited,KEPCO E&C",CANDU-6 (Canada Deuterium Uranium),Operational,"Monday, October 30, 1977","Saturday, April 22, 1983", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/af/Wolsong_%2804790183%29.jpg,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant
135.988056000115,35.7402779996537,91,Monju,Monju 1,Japan,35.740278,135.988056,280,246,Fast Breeder Reactor, , ,Shut down,"Sunday, May 10, 1986","Wednesday, August 29, 1995", , , ,Japan Atomic Energy Agency,https://upload.wikimedia.org/wikipedia/commons/b/b8/Monju.JPG,https://en.wikipedia.org/wiki/Monju_Nuclear_Power_Plant
129.290053000042,35.3199039996947,92,Shin Kori,Shin Kori 2,South Korea,35.319904,129.290053,1045,1000,Pressurized Water Reactor,"Westinghouse ,KEPCO E&C", OPR-1001,Operational,"Wednesday, June 05, 2007","Saturday, July 20, 2012", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/a9/Kori_Nuclear_Power_Plant_%288505820845%29.jpg,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant
135.652032999709,35.540625000325,93,Ōi,Ōi 1,Japan,35.540625,135.652033,1175,1120,Pressurized Water Reactor,Westinghouse,Westinghouse (4-loop),Shut down,"Friday, October 26, 1972","Wednesday, March 27, 1979","Saturday, December 01, 2017", ,Kansai Electric Power Company,Kansai Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/f/f9/Oi_NPP_1975.jpg,https://en.wikipedia.org/wiki/Ōi_Nuclear_Power_Plant
136.01888899958,35.7519440001595,94,Tsuruga Nuclear Power Plant,Tsuruga 2,Japan,35.751944,136.018889,1160,1108,Pressurized Water Reactor, ,Mitsubishi (4-loop),Operation Suspended,"Sunday, November 06, 1982","Wednesday, February 17, 1987", , , ,Japan Atomic Power Company,https://upload.wikimedia.org/wikipedia/commons/b/b7/Tsuruga_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Tsuruga_Nuclear_Power_Plant
132.999167000274,35.5383330000252,95,Shimane,Shimane 3,Japan,35.538333,132.999167,1373,1325,Boiling Water Reactor, ,ABWR,Under construction,"Saturday, October 12, 2007", , , , ,Chugoku Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/d/d5/SHIMANE-NPP.JPG,https://en.wikipedia.org/wiki/Shimane_Nuclear_Power_Plant
129.477777999959,35.7166670000459,96,Wolsong,Wolsong 2,South Korea,35.716667,129.477778,678,655,Pressurized Heavy Water Reactor,"Atomic Energy of Canada Limited,KEPCO E&C",CANDU-6 (Canada Deuterium Uranium),Operational,"Tuesday, June 22, 1992","Wednesday, July 01, 1997", , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/a/af/Wolsong_%2804790183%29.jpg,https://en.wikipedia.org/wiki/Wolseong_Nuclear_Power_Plant
135.503956000053,35.5219920001169,97,Takahama Nuclear Power Plant,Takahama 1,Japan,35.521992,135.503956,826,780,Pressurized Water Reactor,Westinghouse Electric,Mitsubishi (3-loop),Operation Suspended (Restart Approved),"Sunday, April 25, 1970","Friday, November 14, 1974", , , ,"The Kansai Electric Power Company, Inc.",https://upload.wikimedia.org/wikipedia/commons/0/09/Takahama_Nuclear_Power_Plant.jpg,https://en.wikipedia.org/wiki/Takahama_Nuclear_Power_Plant
132.311388999724,33.4908329997474,98,Ikata,Ikata 2,Japan,33.490833,132.311389,566,538,Pressurized Water Reactor, ,Mitsubishi (2-loop),Shut down,"Wednesday, August 01, 1978","Saturday, March 19, 1982","Wednesday, March 27, 2018", , ,Shikoku Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/c/ce/Ikata_Nuclear_Powerplant.JPG,https://en.wikipedia.org/wiki/Ikata_Nuclear_Power_Plant
136.726389000152,37.0611109997471,99,Shika,Shika 1,Japan,37.061111,136.726389,530,505,Boiling Water Reactor,Hitachi,BWR-5,Operation Suspended,"Sunday, July 01, 1989","Saturday, July 30, 1993", , , ,Hokuriku Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/8/8f/Shika_Nuclear_Power_Plant_02.jpg,https://en.wikipedia.org/wiki/Shika_Nuclear_Power_Plant
125.753999999844,39.800000000001,100,Nyongbyon ,Nyongbyon 2,North Korea,39.8,125.754,30,0,Light Water Reactor, , ,Under Construction, , , , , , ,https://upload.wikimedia.org/wikipedia/commons/d/d2/Yongbyon_5MWe_Magnox_reactor.jpg,https://en.wikipedia.org/wiki/Nyongbyon_Nuclear_Scientific_Research_Center
129.290053000042,35.3199039996947,101,Shin Kori,Shin Kori 5,South Korea,35.319904,129.290053,1400,1340,Pressurized Water Reactor,"Westinghouse ,KEPCO E&C",APR-1402,Under Construction,"Sunday, April 01, 2017", , , ,Korea Hydro & Nuclear Power,Korea Hydro & Nuclear Power, ,https://en.wikipedia.org/wiki/Kori_Nuclear_Power_Plant
135.652032999709,35.540625000325,102,Ōi,Ōi 4,Japan,35.540625,135.652033,1180,1127,Pressurized Water Reactor,Mitsubishi Heavy Industries,Mitsubishi (4-loop),Operational,"Tuesday, June 13, 1988","Wednesday, February 02, 1993", , ,Kansai Electric Power Company,Kansai Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/1/1d/Ohi_Nuclear_Power_Plant_%2802010077%29.jpg,https://en.wikipedia.org/wiki/Ōi_Nuclear_Power_Plant
138.601666999651,37.4283329997974,103,Kashiwazaki-Kariwa,Kashiwazaki-Kariwa 2,Japan,37.428333,138.601667,1100,1067,Boiling Water Reactor,Toshiba,BWR-5,Operation Suspended,"Tuesday, November 18, 1985","Saturday, September 28, 1990", , ,Tokyo Electric Power Company,Tokyo Electric Power Company,https://upload.wikimedia.org/wikipedia/commons/1/1f/Kashiwazaki-Kariwa_Nuclear_Power_Plant_14-Aug-2019.jpg,https://en.wikipedia.org/wiki/Kashiwazaki-Kariwa_Nuclear_Power_Plant
126.423889000132,35.4150000003453,104,Hanbit,Hanbit 6,South Korea,35.415,126.423889,1052,995,Pressurized Water Reactor, ,OPR-1000,Operational,"Friday, November 20, 1997","Wednesday, December 24, 2002", , , ,Korea Hydro & Nuclear Power,https://upload.wikimedia.org/wikipedia/commons/1/1a/Yonggwang_%28now_Hanbit%29_04790184_%288505820561%29.jpg,https://en.wikipedia.org/wiki/Hanbit_Nuclear_Power_Plant
-78.2419440003968,40.2269439996959,105,Saxton,Saxton 1,United States,40.226944,-78.241944,0,0, , , ,Shut down, ,"November,1961","May,1972", ,Saxton Nuclear Experimental Corp (SNEC) and GPUNuclear,Saxton Nuclear Experimental Corp (SNEC) and GPUNuclear,https://upload.wikimedia.org/wikipedia/commons/6/6f/SNEC.jpg,https://en.wikipedia.org/wiki/Saxton_Nuclear_Generating_Station
-59.207499999616,-33.967222000087,106,Atucha,Atucha Nuclear 2,Argentina,-33.967222,-59.2075,745,692,Pressurized Heavy Water Reactor,Siemens,Siemens-KWU,Operational,"Wednesday, July 14, 1981","Saturday, June 27, 2014", ,"14 July 1981 (halted in 1994, restarted in 2007)", ,Nucleoelectrica Argentina,https://upload.wikimedia.org/wikipedia/commons/d/d0/Obra_de_la_Central_Nuclear_Atucha_II.JPG,https://en.wikipedia.org/wiki/Atucha_Nuclear_Power_Plant
-72.168611000199,41.3119439999489,107,Millstone,Millstone 2,United States,41.311944,-72.168611,882,0,Pressurized Water Reactor,Conbustion Engineering,CE 2-loop (DRYAMB),Operational,"November 1, 1969","December 26, 1975", , ,Dominion Energy,Dominion Energy,https://upload.wikimedia.org/wikipedia/commons/6/68/HD.6D.129_%2810821944423%29.jpg,https://en.wikipedia.org/wiki/Millstone_Nuclear_Power_Plant
-81.069999999904,35.051667000196,108,Catawba,Catawba 1,United States,35.051667,-81.07,1129,0,Pressurized Water Reactor,Westinghouse,WH 4-loop (ICECND),Operational,"May 1, 1974","June 29, 1985", , , ,Duke Energy,https://upload.wikimedia.org/wikipedia/commons/3/3a/Catawba_Nuclear_Station-2.jpg,https://en.wikipedia.org/wiki/Catawba_Nuclear_Station
-80.435278000221,40.6211110002762,109,Shippingport,Shippingport 1,United States,40.621111,-80.435278,60,0,Pressurized Water Reactor,"Naval Reactors, Westinghouse Electric Corporation", ,Shut down,"September 6, 1954","May 26, 1958","December,1989", , ,Duquesne Light Company,https://upload.wikimedia.org/wikipedia/commons/0/0c/Shippingport_Reactor.jpg,https://en.wikipedia.org/wiki/Shippingport_Atomic_Power_Station
-76.6977779996807,37.1655559999706,110,Surry,Surry 2,United States,37.165556,-76.697778,799,0,Pressurized Water Reactor,Westinghouse,WH 3-loop (DRYSUB),Operational,"June 25, 1969","May 1, 1973", , ,Dominion Resources,Dominion Resources,https://upload.wikimedia.org/wikipedia/commons/7/79/HD.6D.371_%2810856487633%29.jpg,https://en.wikipedia.org/wiki/Surry_Nuclear_Power_Plant
